r,n,diff_yaw,phi,l_max,l_min,c_max,c_min,r,g,b
0.0,1,,,,,,,,,
,,0.0,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.02101399768287487,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.04202799536574974,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.06304199304862461,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.08405599073149948,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.10506998841437436,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.12608398609724922,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.1470979837801241,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.16811198146299897,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.18912597914587384,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.21013997682874871,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.2311539745116236,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.25216797219449844,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.2731819698773733,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.2941959675602482,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.31520996524312306,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.33622396292599793,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.3572379606088728,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.3782519582917477,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.39926595597462256,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.42027995365749743,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.4412939513403723,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.4623079490232472,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.48332194670612205,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.5043359443889969,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.5253499420718718,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.5463639397547466,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.5673779374376215,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.5883919351204964,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.6094059328033713,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.6304199304862461,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.651433928169121,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.6724479258519959,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.6934619235348707,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.7144759212177456,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.7354899189006204,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.7565039165834954,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.7775179142663702,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.7985319119492451,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.8195459096321199,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.8405599073149949,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.8615739049978697,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.8825879026807446,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.9036019003636194,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.9246158980464944,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.9456298957293692,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.9666438934122441,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,0.9876578910951189,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,1.0086718887779937,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,1.0296858864608687,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,1.0506998841437436,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,1.0717138818266183,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,1.0927278795094932,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,1.1137418771923682,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,1.134755874875243,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
,,1.1557698725581178,0.33161255787892263,0.4140577528260675,0.0,0.8,0.4,0.0,0.8509803921568627,0.8509803921568627
