r,n,diff_yaw,phi,l_max,l_min,c_max,c_min,r,g,b
0,15,,,,,,,,
,,0.0,0.0,2.0,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.0943421217294232,0.0015715715715715717,2.1291728844470543,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.1886842434588464,0.0031431431431431433,2.2522877079615284,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.2830263651882696,0.0047147147147147146,2.3635705257581288,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.3773684869176928,0.006286286286286287,2.4578023006229164,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.471710608647116,0.007857857857857859,2.5305636698052663,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.5660527303765392,0.009429429429429429,2.5784422080896903,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.6603948521059624,0.011001001001001001,2.599192466645874,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.7547369738353856,0.012572572572572573,2.5918412820174286,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.8490790955648089,0.014144144144144145,2.556733416377906,0,0.3,0,0.8509803921568627,0.0,0.0
,,0.943421217294232,0.015715715715715717,2.4955153885781263,0,0.3,0,0.8509803921568627,0.0,0.0
,,1.0377633390236551,0.01728728728728729,2.411058254290269,0,0.3,0,0.8509803921568627,0.0,0.0
,,1.1321054607530785,0.018858858858858858,2.307322956771869,0,0.3,0,0.8509803921568627,0.0,0.0
,,1.2264475824825016,0.02043043043043043,2.189174563145302,0,0.3,0,0.8509803921568627,0.0,0.0
,,1.3207897042119248,0.022002002002002002,2.0621540982993443,0,0.3,0,0.8509803921568627,0.0,0.0
,,1.4151318259413481,0.023573573573573574,1.9322186771425567,0,0.3,0,0.8509803921568627,0.0,0.0
,,1.5094739476707713,0.025145145145145147,1.805462122709378,0,0.3,0,0.8509803921568627,0.0,0.0
,,1.6038160694001944,0.02671671671671672,1.6878291728110533,0,0.3,0,0.8509803921568627,0.0,0.0
,,1.6981581911296177,0.02828828828828829,1.5848366786134727,0,0.3,0,0.8509803921568627,0.0,0.0
